case_id,point,clause,article,type,Note
181,,,38,hình sự,
181,,,47,hình sự,
181,,,106,tố tụng hình sự,
181,,,136,tố tụng hình sự,
181,,,331,tố tụng hình sự,
181,,,333,tố tụng hình sự,
182,a,2,244,hình sự,
182,s,1,51,hình sự,
182,,2,51,hình sự,
182,a,2,106,tố tụng hình sự,
182,b,2,106,tố tụng hình sự,
182,c,2,106,tố tụng hình sự,
182,a,3,106,tố tụng hình sự,
182,,4,244,hình sự,
182,,1,47,hình sự,
182,,2,136,tố tụng hình sự,
182,,,38,hình sự,
182,,,135,tố tụng hình sự,
183,a,1,244,hình sự,
183,h,1,51,hình sự,
183,s,1,51,hình sự,
183,a,1,47,hình sự,
183,,2,136,tố tụng hình sự,
183,,,65,hình sự,
183,,,106,tố tụng hình sự,
183,,,331,tố tụng hình sự,
183,,,333,tố tụng hình sự,
184,a,1,244,hình sự,
184,s,1,51,hình sự,
184,,2,51,hình sự,
184,,4,244,hình sự,
184,,2,136,tố tụng hình sự,
184,,,65,hình sự,
184,,,47,hình sự,
184,,,106,tố tụng hình sự,
184,,,2,,thi hành án dân sự
184,,,6,,thi hành án dân sự
184,,,7,,thi hành án dân sự
184,,,9,,thi hành án dân sự
184,,,30,,thi hành án dân sự
185,a,1,244,hình sự,
185,s,1,51,hình sự,
185,,2,51,hình sự,
185,a,1,47,hình sự,
185,b,1,47,hình sự,
185,a,2,106,tố tụng hình sự,
185,b,2,106,tố tụng hình sự,
185,c,2,106,tố tụng hình sự,
185,,3,106,tố tụng hình sự,
185,h,1,51,hình sự,
185,,1,244,hình sự,
185,,1,51,hình sự,
185,,2,136,tố tụng hình sự,
185,,1,65,hình sự,
185,,2,65,hình sự,
185,,5,65,hình sự,
185,,2,106,tố tụng hình sự,
185,,3,106,tố tụng hình sự,
185,,,17,hình sự,
185,,,38,hình sự,
185,,,50,hình sự,
185,,,65,hình sự,
185,,,331,tố tụng hình sự,
185,,,333,tố tụng hình sự,
186,a,1,244,hình sự,
186,s,1,51,hình sự,
186,t,1,51,hình sự,
186,,2,51,hình sự,
186,d,3,106,tố tụng hình sự,
186,,4,244,hình sự,
186,,,65,hình sự,
186,,,293,tố tụng hình sự,
186,,,244,hình sự,
186,,,234,hình sự,
186,,,56,hình sự,
186,,,47,hình sự,
186,,,106,tố tụng hình sự,
186,,,135,tố tụng hình sự,
186,,,136,tố tụng hình sự,
187,d,3,106,tố tụng hình sự,
187,b,1,244,hình sự,
187,s,1,51,hình sự,
187,,2,51,hình sự,
187,,4,244,hình sự,
187,,,65,hình sự,
187,,,46,hình sự,
187,,,106,tố tụng hình sự,
187,,,135,tố tụng hình sự,
187,,,136,tố tụng hình sự,
187,,,87,thi hành án hình sự,
187,,,92,thi hành án hình sự,
188,a,1,244,hình sự,
188,s,1,51,hình sự,
188,,2,51,hình sự,
188,,1,51,hình sự,
188,,,65,hình sự,
188,,,47,hình sự,
188,,,106,tố tụng hình sự,
188,,,52,hình sự,
188,,,331,tố tụng hình sự,
188,,,333,tố tụng hình sự,
188,,,92,thi hành án hình sự,
189,b,1,244,hình sự,71/2021/HSST
189,s,1,51,hình sự,71/2021/HSST
189,,2,51,hình sự,71/2021/HSST
189,b,1,355,tố tụng hình sự,71/2021/HSST
189,e,1,357,tố tụng hình sự,71/2021/HSST
189,a,1,355,tố tụng hình sự,71/2021/HSST
189,,1,51,hình sự,71/2021/HSST
189,,,38,hình sự,71/2021/HSST
189,,,65,hình sự,71/2021/HSST
189,,,136,tố tụng hình sự,71/2021/HSST
190,a,3,244,hình sự,86/2021/HS-ST
190,s,1,51,hình sự,86/2021/HS-ST
190,b,1,51,hình sự,86/2021/HS-ST
190,,2,51,hình sự,86/2021/HS-ST
190,b,1,355,tố tụng hình sự,86/2021/HS-ST
190,c,1,357,tố tụng hình sự,86/2021/HS-ST
190,,3,244,hình sự,86/2021/HS-ST
190,,1,51,hình sự,86/2021/HS-ST
190,,,54,hình sự,86/2021/HS-ST
191,a,3,244,hình sự,
191,s,1,51,hình sự,
191,,2,51,hình sự,
191,,,38,hình sự,
191,,,50,hình sự,
191,,,54,hình sự,
191,,,47,hình sự,
191,,,106,tố tụng hình sự,
193,a,1,244,hình sự,
193,s,1,51,hình sự,
193,,2,51,hình sự,
193,h,1,51,hình sự,
193,,,65,hình sự,
193,,,47,hình sự,
193,,,106,tố tụng hình sự,
193,,,244,hình sự,
193,,,92,thi hành án hình sự,
193,,,136,tố tụng hình sự,
193,,,2,,thi hành án dân sự
193,,,6,,thi hành án dân sự
193,,,7,,thi hành án dân sự
193,,,7a,,thi hành án dân sự
193,,,7b,,thi hành án dân sự
193,,,9,,thi hành án dân sự
193,,,30,,thi hành án dân sự
194,b,1,244,hình sự,
194,s,1,51,hình sự,
194,,2,51,hình sự,
194,a,1,46,hình sự,
194,b,1,47,hình sự,
194,,2,106,tố tụng hình sự,
194,,1,47,hình sự,
194,,2,136,tố tụng hình sự,
194,,,65,hình sự,
194,,,47,hình sự,
194,,,234,hình sự,
194,,,92,thi hành án hình sự,
194,,,331,tố tụng hình sự,
194,,,333,tố tụng hình sự,
196,a,1,244,hình sự,
196,s,1,51,hình sự,
196,,2,51,hình sự,
196,,,65,hình sự,
196,,,47,hình sự,
196,,,106,tố tụng hình sự,
196,,,136,tố tụng hình sự,
196,,,331,tố tụng hình sự,
196,,,333,tố tụng hình sự,
197,b,1,244,hình sự,
197,s,1,51,hình sự,
197,,2,51,hình sự,
197,,2,136,tố tụng hình sự,
197,,,65,hình sự,
197,,,92,thi hành án hình sự,
197,,,47,hình sự,
197,,,106,tố tụng hình sự,
197,,,331,tố tụng hình sự,
197,,,333,tố tụng hình sự,
197,,,337,tố tụng hình sự,
198,c,1,244,hình sự,
198,s,1,51,hình sự,
198,,2,136,tố tụng hình sự,
198,,,46,hình sự,
198,,,47,hình sự,
198,,,106,tố tụng hình sự,
198,,,244,hình sự,
199,o,1,46,hình sự,
199,p,1,46,hình sự,
199,k,1,46,hình sự,
199,,2,46,hình sự,
199,b,1,244,hình sự,
199,s,1,51,hình sự,
199,,2,51,hình sự,
199,t,1,51,hình sự,
199,a,1,47,hình sự,
199,c,1,47,hình sự,
199,,2,47,hình sự,
199,a,2,106,tố tụng hình sự,
199,c,2,106,tố tụng hình sự,
199,a,3,106,tố tụng hình sự,
199,,2,275,hình sự,
199,,1,52,hình sự,
199,,3,52,hình sự,
199,,2,175,hình sự,
199,,1,244,hình sự,
199,,4,244,hình sự,
199,,2,136,tố tụng hình sự,
199,,,18,hình sự,
199,,,20,hình sự,
199,,,53,hình sự,
199,,,47,hình sự,
199,,,60,hình sự,
199,,,17,hình sự,
199,,,58,hình sự,
199,,,65,hình sự,
199,,,106,tố tụng hình sự,
200,a,2,244,hình sự,07/2021/HS-ST
200,g,2,244,hình sự,07/2021/HS-ST
200,m,1,51,hình sự,07/2021/HS-ST
200,s,1,51,hình sự,07/2021/HS-ST
200,,2,51,hình sự,07/2021/HS-ST
200,a,1,355,tố tụng hình sự,07/2021/HS-ST
200,,,38,hình sự,07/2021/HS-ST
200,,,17,hình sự,07/2021/HS-ST
200,,,54,hình sự,07/2021/HS-ST
200,,,356,tố tụng hình sự,07/2021/HS-ST
201,a,1,244,hình sự,
201,s,1,51,hình sự,
201,,,38,hình sự,
201,,,47,hình sự,
201,,,106,tố tụng hình sự,
201,,,2,,thi hành án dân sự
201,,,6,,thi hành án dân sự
201,,,7,,thi hành án dân sự
201,,,9,,thi hành án dân sự
201,,,30,,thi hành án dân sự
202,a,1,244,hình sự,83/2021/HS-ST
202,s,1,51,hình sự,83/2021/HS-ST
202,b,1,355,tố tụng hình sự,83/2021/HS-ST
202,e,1,357,tố tụng hình sự,83/2021/HS-ST
202,,2,51,hình sự,83/2021/HS-ST
202,,3,92,thi hành án hình sự,83/2021/HS-ST
202,,,38,hình sự,83/2021/HS-ST
202,,,58,hình sự,83/2021/HS-ST
202,,,65,hình sự,83/2021/HS-ST
202,,,136,tố tụng hình sự,83/2021/HS-ST
203,d,1,244,hình sự,
203,h,1,51,hình sự,
203,s,1,51,hình sự,
203,,2,51,hình sự,
203,,,65,hình sự,
203,,,47,hình sự,
203,,,106,tố tụng hình sự,
203,,,244,hình sự,
203,,,92,thi hành án hình sự,
203,,,136,tố tụng hình sự,
204,b,1,244,hình sự,
204,s,1,51,hình sự,
204,,2,51,hình sự,
204,u,1,51,hình sự,
204,c,2,106,tố tụng hình sự,
204,,1,244,hình sự,
204,,1,51,hình sự,
204,,2,50,hình sự,
204,,1,125,tố tụng hình sự,
204,,2,135,tố tụng hình sự,
204,,,65,hình sự,
204,,,331,tố tụng hình sự,
204,,,333,tố tụng hình sự,
205,b,1,244,hình sự,
205,s,1,51,hình sự,
205,a,1,47,hình sự,
205,c,2,106,tố tụng hình sự,
205,a,2,106,tố tụng hình sự,
205,b,3,106,tố tụng hình sự,
205,b,1,47,hình sự,
205,,3,47,hình sự,
205,,2,51,hình sự,
205,,4,244,hình sự,
205,,,17,hình sự,
205,,,58,hình sự,
205,,,65,hình sự,
205,,,38,hình sự,
205,,,47,hình sự,
205,,,106,tố tụng hình sự,
205,,,136,tố tụng hình sự,
205,,,331,tố tụng hình sự,
205,,,333,tố tụng hình sự,
206,a,1,244,hình sự,
206,h,1,51,hình sự,
206,s,1,51,hình sự,
206,,2,51,hình sự,
206,,1,51,hình sự,
206,,1,65,hình sự,
206,,4,244,hình sự,
206,,,17,hình sự,
206,,,58,hình sự,
206,,,65,hình sự,
206,,,47,hình sự,
206,,,106,tố tụng hình sự,
206,,,135,tố tụng hình sự,
206,,,136,tố tụng hình sự,
206,,,331,tố tụng hình sự,
206,,,332,tố tụng hình sự,
206,,,333,tố tụng hình sự,
206,,,68,thi hành án hình sự,
206,,,92,thi hành án hình sự,
207,g,2,244,hình sự,12/2021/HS-ST
207,h,2,244,hình sự,12/2021/HS-ST
207,s,1,51,hình sự,12/2021/HS-ST
207,,2,51,hình sự,12/2021/HS-ST
207,o,1,52,hình sự,12/2021/HS-ST
207,a,1,355,tố tụng hình sự,12/2021/HS-ST
207,,3,54,hình sự,12/2021/HS-ST
207,,1,333,tố tụng hình sự,12/2021/HS-ST
207,,,65,hình sự,12/2021/HS-ST
207,,,91,hình sự,12/2021/HS-ST
207,,,101,hình sự,12/2021/HS-ST
207,,,356,tố tụng hình sự,12/2021/HS-ST
208,a,2,244,hình sự,19/2021/HSST
208,s,1,51,hình sự,19/2021/HSST
208,t,1,51,hình sự,19/2021/HSST
208,,2,51,hình sự,19/2021/HSST
208,a,1,355,tố tụng hình sự,19/2021/HSST
208,đ,1,355,tố tụng hình sự,19/2021/HSST
208,,2,244,hình sự,19/2021/HSST
208,,2,135,tố tụng hình sự,19/2021/HSST
208,,2,136,tố tụng hình sự,19/2021/HSST
208,,1,348,tố tụng hình sự,19/2021/HSST
208,,,54,hình sự,19/2021/HSST
208,,,244,hình sự,19/2021/HSST
208,,,356,tố tụng hình sự,19/2021/HSST
208,,,331,tố tụng hình sự,19/2021/HSST
208,,,332,tố tụng hình sự,19/2021/HSST
208,,,333,tố tụng hình sự,19/2021/HSST
209,a,1,244,hình sự,128/2021/HS-ST
209,s,1,51,hình sự,128/2021/HS-ST
209,p,1,51,hình sự,128/2021/HS-ST
209,,2,51,hình sự,128/2021/HS-ST
209,b,1,355,tố tụng hình sự,128/2021/HS-ST
209,e,1,357,tố tụng hình sự,128/2021/HS-ST
209,,,38,hình sự,128/2021/HS-ST
209,,,54,hình sự,128/2021/HS-ST
209,,,65,hình sự,128/2021/HS-ST
210,d,3,244,hình sự,497/2020/HSST
210,s,1,51,hình sự,497/2020/HSST
210,,2,51,hình sự,497/2020/HSST
210,n,1,51,hình sự,497/2020/HSST
210,,,47,hình sự,497/2020/HSST
210,,,331,tố tụng hình sự,497/2020/HSST
210,,,333,tố tụng hình sự,497/2020/HSST
210,,,355,tố tụng hình sự,497/2020/HSST
210,,,357,tố tụng hình sự,497/2020/HSST
210,,,54,hình sự,497/2020/HSST
211,a,1,244,hình sự,
211,s,1,51,hình sự,
211,,2,51,hình sự,
211,d,1,125,tố tụng hình sự,
211,a,1,47,hình sự,
211,b,1,47,hình sự,
211,a,2,106,tố tụng hình sự,
211,b,2,106,tố tụng hình sự,
211,b,3,106,tố tụng hình sự,
211,,1,65,hình sự,
211,,2,65,hình sự,
211,,5,65,hình sự,
211,,2,136,tố tụng hình sự,
211,,,17,hình sự,
211,,,58,hình sự,
211,,,244,hình sự,
211,,,51,hình sự,
211,,,65,hình sự,
211,,,331,tố tụng hình sự,
211,,,333,tố tụng hình sự,
212,s,1,51,hình sự,
212,,2,51,hình sự,
212,,1,244,hình sự,
212,,4,244,hình sự,
212,,1,51,hình sự,
212,,,38,hình sự,
212,,,65,hình sự,
212,,,47,hình sự,
212,,,106,tố tụng hình sự,
212,,,136,tố tụng hình sự,
212,,,260,tố tụng hình sự,
213,a,3,244,hình sự,74/2021/HS-ST
213,s,1,51,hình sự,74/2021/HS-ST
213,a,2,355,tố tụng hình sự,74/2021/HS-ST
213,,,38,hình sự,74/2021/HS-ST
213,,,356,tố tụng hình sự,74/2021/HS-ST
213,,,332,tố tụng hình sự,74/2021/HS-ST
213,,,333,tố tụng hình sự,74/2021/HS-ST
214,a,1,244,hình sự,
214,s,1,51,hình sự,
214,g,1,52,hình sự,
214,,2,106,tố tụng hình sự,
214,,3,106,tố tụng hình sự,
215,b,1,244,hình sự,
215,s,1,51,hình sự,
215,,2,51,hình sự,
215,d,3,106,tố tụng hình sự,
215,,1,106,tố tụng hình sự,
215,,2,136,tố tụng hình sự,
215,,3,92,thi hành án hình sự,
215,,,234,hình sự,
215,,,65,hình sự,
215,,,244,hình sự,
216,b,3,244,hình sự,
216,h,1,51,hình sự,
216,s,1,51,hình sự,
216,,2,51,hình sự,
216,,4,244,hình sự,
216,,1,47,hình sự,
216,,2,136,tố tụng hình sự,
216,,,234,hình sự,
216,,,54,hình sự,
216,,,38,hình sự,
216,,,106,tố tụng hình sự,
216,,,331,tố tụng hình sự,
216,,,333,tố tụng hình sự,
217,a,1,244,hình sự,
217,b,1,244,hình sự,
217,s,1,51,hình sự,
217,v,1,51,hình sự,
217,,1,65,hình sự,
217,,2,65,hình sự,
217,,5,65,hình sự,
217,,1,92,thi hành án hình sự,
217,,2,136,tố tụng hình sự,
217,,,244,hình sự,
217,,,47,hình sự,
217,,,106,tố tụng hình sự,
218,d,2,232,hình sự,
218,,4,232,hình sự,
218,s,1,51,hình sự,
218,,2,51,hình sự,
218,,1,232,hình sự,
218,,,38,hình sự,
218,,,47,hình sự,
218,,,106,tố tụng hình sự,
218,,,135,tố tụng hình sự,
218,,,136,tố tụng hình sự,
218,,,48,hình sự,
218,,,584,,dân sự
218,,,585,,dân sự
218,,,589,,dân sự
218,,,246,,tố tụng dân sự
218,,,2,,thi hành án dân sự
218,,,6,,thi hành án dân sự
218,,,7,,thi hành án dân sự
218,,,9,,thi hành án dân sự
218,,,30,,thi hành án dân sự
219,a,1,244,hình sự,
219,,4,244,hình sự,
219,s,1,51,hình sự,
219,,2,51,hình sự,
219,,1,244,hình sự,
219,,,38,hình sự,
219,,,135,tố tụng hình sự,
219,,,136,tố tụng hình sự,
219,,,46,hình sự,
219,,,106,tố tụng hình sự,
220,a,1,244,hình sự,
220,s,1,51,hình sự,
220,,1,52,hình sự,
220,,4,244,hình sự,
220,,2,106,tố tụng hình sự,
220,,,38,hình sự,
220,,,47,hình sự,
220,,,106,tố tụng hình sự,
220,,,331,tố tụng hình sự,
220,,,333,tố tụng hình sự,
221,p,1,46,hình sự,
221,,2,46,hình sự,
221,a,1,244,hình sự,
221,n,2,249,hình sự,
221,s,1,51,hình sự,
221,,2,51,hình sự,
221,a,1,55,hình sự,
221,,1,194,hình sự,
221,,2,249,hình sự,
221,,4,244,hình sự,
221,,5,249,hình sự,
221,,1,47,hình sự,
221,,2,106,tố tụng hình sự,
221,,,244,hình sự,
221,,,17,hình sự,
221,,,58,hình sự,
221,,,55,hình sự,
222,b,3,244,hình sự,
222,o,1,51,hình sự,
222,s,1,51,hình sự,
222,x,1,51,hình sự,
222,,2,136,tố tụng hình sự,
222,,,54,hình sự,
222,,,38,hình sự,
222,,,46,hình sự,
222,,,47,hình sự,
222,,,106,tố tụng hình sự,
222,,,244,hình sự,
223,d,2,244,hình sự,62/2021/HS-ST
223,i,2,244,hình sự,62/2021/HS-ST
223,s,1,51,hình sự,62/2021/HS-ST
223,,2,51,hình sự,62/2021/HS-ST
223,b,1,355,tố tụng hình sự,62/2021/HS-ST
223,,1,47,hình sự,62/2021/HS-ST
223,,1,106,tố tụng hình sự,62/2021/HS-ST
223,,2,106,tố tụng hình sự,62/2021/HS-ST
223,,,342,tố tụng hình sự,62/2021/HS-ST
223,,,348,tố tụng hình sự,62/2021/HS-ST
223,,,357,tố tụng hình sự,62/2021/HS-ST
224,a,1,244,hình sự,
224,s,1,51,hình sự,
224,,2,51,hình sự,
224,a,1,47,hình sự,
224,a,2,106,tố tụng hình sự,
224,c,2,106,tố tụng hình sự,
224,b,3,106,tố tụng hình sự,
224,,1,244,hình sự,
224,,4,244,hình sự,
224,,2,136,tố tụng hình sự,
224,,1,65,hình sự,
224,,2,65,hình sự,
224,,5,65,hình sự,
224,,4,328,tố tụng hình sự,
224,,,38,hình sự,
224,,,50,hình sự,
224,,,65,hình sự,
224,,,292,tố tụng hình sự,
224,,,293,tố tụng hình sự,
224,,,296,tố tụng hình sự,
224,,,331,tố tụng hình sự,
224,,,333,tố tụng hình sự,
225,a,1,244,hình sự,
225,s,1,51,hình sự,
225,,2,51,hình sự,
225,a,2,106,tố tụng hình sự,
225,d,3,106,tố tụng hình sự,
225,,4,244,hình sự,
225,,1,106,tố tụng hình sự,
225,,1,51,hình sự,
225,,2,136,tố tụng hình sự,
225,,,65,hình sự,
225,,,234,hình sự,
225,,,244,hình sự,
225,,,331,tố tụng hình sự,
225,,,333,tố tụng hình sự,
225,,,92,thi hành án hình sự,
225,,,2,,thi hành án dân sự
225,,,6,,thi hành án dân sự
225,,,7,,thi hành án dân sự
225,,,7a,,thi hành án dân sự
225,,,9,,thi hành án dân sự
225,,,30,,thi hành án dân sự
226,b,1,244,hình sự,
226,s,1,51,hình sự,
226,,2,51,hình sự,
226,,4,244,hình sự,
226,,2,135,tố tụng hình sự,
226,,,65,hình sự,
226,,,17,hình sự,
226,,,58,hình sự,
226,,,47,hình sự,
226,,,106,tố tụng hình sự,
226,,,17,tố tụng hình sự,
226,,,19,tố tụng hình sự,
226,,,20,tố tụng hình sự,
226,,,34,tố tụng hình sự,
226,,,36,tố tụng hình sự,
226,,,37,tố tụng hình sự,
226,,,41,tố tụng hình sự,
226,,,42,tố tụng hình sự,
226,,,52,hình sự,
226,,,331,tố tụng hình sự,
226,,,333,tố tụng hình sự,
226,,,92,thi hành án hình sự,
227,a,1,244,hình sự,45/2021/HS-ST
227,s,1,51,hình sự,45/2021/HS-ST
227,a,1,355,tố tụng hình sự,45/2021/HS-ST
227,b,1,244,hình sự,45/2021/HS-ST
227,b,1,355,tố tụng hình sự,45/2021/HS-ST
227,c,1,357,tố tụng hình sự,45/2021/HS-ST
227,,2,51,hình sự,45/2021/HS-ST
227,,1,244,hình sự,45/2021/HS-ST
227,,,356,tố tụng hình sự,45/2021/HS-ST
229,b,1,244,hình sự,
229,s,1,51,hình sự,
229,,2,51,hình sự,
229,,,65,hình sự,
229,,,47,hình sự,
229,,,106,tố tụng hình sự,
229,,,136,tố tụng hình sự,
229,,,331,tố tụng hình sự,
229,,,333,tố tụng hình sự,
230,b,1,244,hình sự,
230,s,1,51,hình sự,
230,,,47,hình sự,
230,,,106,tố tụng hình sự,
230,,,136,tố tụng hình sự,
230,,,2,,thi hành án dân sự
230,,,30,,thi hành án dân sự
231,a,2,244,hình sự,
231,s,1,51,hình sự,
231,,2,51,hình sự,
231,,,234,hình sự,
231,,,244,hình sự,
231,,,290,tố tụng hình sự,
231,,,292,tố tụng hình sự,
231,,,54,hình sự,
231,,,136,tố tụng hình sự,
232,a,1,244,hình sự,
232,s,1,51,hình sự,
232,,2,51,hình sự,
232,h,1,51,hình sự,
232,i,1,51,hình sự,
232,,,65,hình sự,
232,,,136,tố tụng hình sự,
232,,,328,tố tụng hình sự,
232,,,331,tố tụng hình sự,
232,,,333,tố tụng hình sự,
233,a,2,244,hình sự,
233,s,1,51,hình sự,
233,t,1,51,hình sự,
233,b,1,35,hình sự,
233,,3,35,hình sự,
233,a,1,47,hình sự,
233,a,2,106,tố tụng hình sự,
233,c,2,106,tố tụng hình sự,
233,a,3,106,tố tụng hình sự,
233,,1,51,hình sự,
233,,1,106,tố tụng hình sự,
233,,2,136,tố tụng hình sự,
233,,,35,hình sự,
233,,,54,hình sự,
233,,,244,hình sự,
233,,,52,hình sự,
233,,,331,tố tụng hình sự,
233,,,332,tố tụng hình sự,
233,,,333,tố tụng hình sự,
234,b,1,244,hình sự,
234,s,1,51,hình sự,
234,,2,51,hình sự,
234,b,1,47,hình sự,
234,c,2,106,tố tụng hình sự,
234,d,3,106,tố tụng hình sự,
234,,4,244,hình sự,
234,,2,135,tố tụng hình sự,
234,,2,136,tố tụng hình sự,
234,,,65,hình sự,
234,,,331,tố tụng hình sự,
234,,,333,tố tụng hình sự,
234,,,92,thi hành án hình sự,
234,,,2,,thi hành án dân sự
234,,,6,,thi hành án dân sự
234,,,7,,thi hành án dân sự
234,,,7a,,thi hành án dân sự
234,,,7b,,thi hành án dân sự
234,,,9,,thi hành án dân sự
234,,,30,,thi hành án dân sự
235,a,1,244,hình sự,
235,s,1,51,hình sự,
235,,2,51,hình sự,
235,a,1,47,hình sự,
235,a,2,106,tố tụng hình sự,
235,c,2,106,tố tụng hình sự,
235,d,3,106,tố tụng hình sự,
235,,2,35,hình sự,
235,,4,244,hình sự,
235,,,38,hình sự,
235,,,58,hình sự,
235,,,65,hình sự,
235,,,136,tố tụng hình sự,
235,,,331,tố tụng hình sự,
235,,,333,tố tụng hình sự,
236,a,1,244,hình sự,
236,s,1,51,hình sự,
236,,2,51,hình sự,
236,a,1,47,hình sự,
236,a,2,106,tố tụng hình sự,
236,c,2,106,tố tụng hình sự,
236,d,3,106,tố tụng hình sự,
236,,2,35,hình sự,
236,,4,244,hình sự,
236,,,38,hình sự,
236,,,58,hình sự,
236,,,65,hình sự,
236,,,136,tố tụng hình sự,
236,,,331,tố tụng hình sự,
236,,,333,tố tụng hình sự,
237,a,1,244,hình sự,
237,b,1,244,hình sự,
237,s,1,51,hình sự,
237,,2,51,hình sự,
237,a,1,47,hình sự,
237,,2,47,hình sự,
237,c,2,106,tố tụng hình sự,
237,d,3,106,tố tụng hình sự,
237,,1,244,hình sự,
237,,2,106,tố tụng hình sự,
237,,3,106,tố tụng hình sự,
237,,4,244,hình sự,
237,,1,65,hình sự,
237,,2,65,hình sự,
237,,5,65,hình sự,
237,,2,136,tố tụng hình sự,
237,,,65,hình sự,
237,,,52,hình sự,
237,,,92,thi hành án hình sự,
237,,,331,tố tụng hình sự,
237,,,333,tố tụng hình sự,
238,c,1,244,hình sự,
238,s,1,51,hình sự,
238,,2,51,hình sự,
238,,4,244,hình sự,
238,,,65,hình sự,
238,,,47,hình sự,
238,,,106,tố tụng hình sự,
238,,,64,thi hành án hình sự,
238,,,69,thi hành án hình sự,
238,,,136,tố tụng hình sự,
238,,,6,,thi hành án dân sự
238,,,7,,thi hành án dân sự
238,,,9,,thi hành án dân sự
238,,,30,,thi hành án dân sự
239,a,2,244,hình sự,
239,s,1,51,hình sự,
239,,2,51,hình sự,
239,v,1,51,hình sự,
239,,4,244,hình sự,
239,,,54,hình sự,
239,,,38,hình sự,
239,,,52,hình sự,
239,,,47,hình sự,
239,,,106,tố tụng hình sự,
239,,,136,tố tụng hình sự,
240,a,1,244,hình sự,
240,s,1,51,hình sự,
240,,2,51,hình sự,
240,t,1,51,hình sự,
240,,,47,hình sự,
240,,,106,tố tụng hình sự,
240,,,136,tố tụng hình sự,
241,a,1,244,hình sự,
241,s,1,51,hình sự,
241,,1,69,thi hành án hình sự,
241,,2,136,tố tụng hình sự,
241,,,65,hình sự,
242,d,3,244,hình sự,08/2020/HS-ST
242,s,1,51,hình sự,08/2020/HS-ST
242,,2,51,hình sự,08/2020/HS-ST
242,,4,244,hình sự,08/2020/HS-ST
242,b,1,355,tố tụng hình sự,08/2020/HS-ST
242,c,1,357,tố tụng hình sự,08/2020/HS-ST
242,,,38,hình sự,08/2020/HS-ST
243,a,1,244,hình sự,60/2019/HS-ST
243,s,1,51,hình sự,60/2019/HS-ST
243,,2,51,hình sự,60/2019/HS-ST
243,a,1,355,tố tụng hình sự,60/2019/HS-ST
243,b,1,355,tố tụng hình sự,60/2019/HS-ST
243,e,1,357,tố tụng hình sự,60/2019/HS-ST
243,,1,38,hình sự,60/2019/HS-ST
243,,1,69,thi hành án hình sự,60/2019/HS-ST
243,,,356,tố tụng hình sự,60/2019/HS-ST
243,,,65,hình sự,60/2019/HS-ST
243,,,56,hình sự,60/2019/HS-ST
243,,,135,tố tụng hình sự,60/2019/HS-ST
243,,,136,tố tụng hình sự,60/2019/HS-ST
245,b,1,244,hình sự,
245,s,1,51,hình sự,
245,,2,51,hình sự,
245,c,3,106,tố tụng hình sự,
245,c,2,106,tố tụng hình sự,
245,a,3,106,tố tụng hình sự,
245,a,2,106,tố tụng hình sự,
245,b,1,47,hình sự,
245,,1,65,hình sự,
245,,2,65,hình sự,
245,,5,65,hình sự,
245,,1,51,hình sự,
245,,4,244,hình sự,
245,,,58,hình sự,
245,,,136,tố tụng hình sự,
245,,,17,hình sự,
246,c,1,244,hình sự,240/2019/HSST
246,s,1,51,hình sự,240/2019/HSST
246,,2,51,hình sự,240/2019/HSST
246,a,1,355,tố tụng hình sự,240/2019/HSST
246,,1,51,hình sự,240/2019/HSST
246,,,38,hình sự,240/2019/HSST
246,,,46,hình sự,240/2019/HSST
246,,,47,hình sự,240/2019/HSST
246,,,99,tố tụng hình sự,240/2019/HSST
247,a,3,244,hình sự,
247,s,1,51,hình sự,
247,,2,51,hình sự,
247,a,1,47,hình sự,
247,d,3,106,tố tụng hình sự,
247,,2,136,tố tụng hình sự,
247,,,47,hình sự,
247,,,106,tố tụng hình sự,
247,,,244,hình sự,
247,,,26,,thi hành án dân sự
247,,,6,,thi hành án dân sự
247,,,7,,thi hành án dân sự
247,,,9,,thi hành án dân sự
247,,,30,,thi hành án dân sự
248,a,1,244,hình sự,
248,s,1,51,hình sự,
248,,2,51,hình sự,
248,d,3,106,tố tụng hình sự,
248,,4,244,hình sự,
248,,1,69,thi hành án hình sự,
248,,2,136,tố tụng hình sự,
248,,,65,hình sự,
248,,,47,hình sự,
248,,,106,tố tụng hình sự,
248,,,331,tố tụng hình sự,
248,,,333,tố tụng hình sự,
249,a,3,244,hình sự,149/2018/HS-ST
249,s,1,51,hình sự,149/2018/HS-ST
249,,2,51,hình sự,149/2018/HS-ST
249,b,1,355,tố tụng hình sự,149/2018/HS-ST
249,e,1,357,tố tụng hình sự,149/2018/HS-ST
249,c,1,357,tố tụng hình sự,149/2018/HS-ST
249,,1,54,hình sự,149/2018/HS-ST
249,,3,244,hình sự,149/2018/HS-ST
249,,,38,hình sự,149/2018/HS-ST
249,,,50,hình sự,149/2018/HS-ST
249,,,58,hình sự,149/2018/HS-ST
250,a,2,244,hình sự,14/2018/HSST
250,g,2,244,hình sự,14/2018/HSST
250,h,2,244,hình sự,14/2018/HSST
250,s,1,51,hình sự,14/2018/HSST
250,,2,51,hình sự,14/2018/HSST
250,b,1,51,hình sự,14/2018/HSST
250,b,1,355,tố tụng hình sự,14/2018/HSST
250,a,2,357,tố tụng hình sự,14/2018/HSST
250,,1,54,hình sự,14/2018/HSST
